book,door,section,subject_number,subject_name,description
3,4,2,435,تعذيب المسجونين,كل موظف عمومي يأمر بتعذيب المتهمين أو يعذبهم بنفسه يعاقب بالسجن من ثلاث سنوات إلى عشر.
3,4,3,436,انتهاك حرمة المساكن,يعاقب بالحبس مدة لا تجاوز سنتين كل من دخل بيتاً مسكوناً أو مكاناً آخر معداً للسكن الخاص أو ملحقاته بغير رضا من له الحق في منعه من الدخول وكذلك من تسلل إليها خلسة أو بالاحتيال. وتطبق العقوبة ذاتها على من يبقى في الأماكن المذكورة رغم أمره بالخروج ممن له الحق في منعه، أو من يبقى فيها خلسة أو بالاحتيال. ولا تقام الدعوى إلا بناء على شكوى الطرف المتضرر. وتزاد العقوبة بمقدار لا يجاوز النصف إذا حصل الفعل باستعمال العنف ضد الأشياء أو الأشخاص أو كان المعتدي حاملاً سلاحاً ظاهراً.
3,4,3,437,انتهاك الموظف العمومي لحرمة المساكن,يعاقب بالحبس وبغرامة لا تزيد على عشرين جنيهاً كل موظف عمومي يدخل مسكن أحد الناس بغير رضاه أو يبقى فيه بدون مبرر وذلك اعتماداً على وظيفته فيما عدا الأحوال المبينة في القانون أو بدون مراعاة القواعد المقررة فيه.
3,5,null,438,السب,كل من خدش شرف شخص أو اعتباره في حضوره يعاقب بالحبس مدة لا تجاوز ستة أشهر أو بغرامة لا تجاوز خمسة وعشرين جنيهاً. تطبق العقوبة ذاتها على من ارتكب الفعل بالبرق أو التليفون أو المحررات أو الرسوم الموجهة للشخص المعتدى عليه. وتكون العقوبة الحبس لمدة لا تجاوز السنة أو الغرامة التي لا تجاوز أربعين جنيهاً إذا وقع الإعتداء بإسناد واقعة معينة.
3,5,null,439,التشهير,يعاقب بالحبس مدة لا تزيد على سنة أو بغرامة لا تجاوز خمسين جنيهاً كل من اعتدى على سمعة أحد بالتشهير به لدى عدة أشخاص، وذلك في غير الأحوال المنصوص عليها في المادة السابقة. وإذا وقع التشهير بإسناد واقعة معينة تكون العقوبة الحبس الذي لا تجاوز مدته السنتين أو الغرامة التي لا تجاوز السبعين جنيهاً. وإذا حصل التشهير عن طريق الصحف أو غيرها من طرق العلانية أو في وثيقة عمومية تكون العقوبة الحبس الذي لا يقل عن ستة أشهر أو الغرامة التي تتراوح بين عشرين جنيهاً ومائة جنيه. وإذا وجه التشهير إلى هيئة سياسية أو إدارية أو قضائية أو إلى من يمثلها أو إلى هيئة منعقدة انعقاداً صحيحاً فتزاد العقوبات بمقدار لا تجاوز الثلث.
3,5,null,440,دليل مستثني,لا يقبل من الفاعل في حكم المادتين السابقتين أن يقيم الدليل على صحة ما أسنده أو على اشتهاره ليثبت براءته. ومع ذلك يجوز إثبات صحة الإسناد في الأحوال التالية: 1 – إذا كان المعتدى عليه موظفاً عمومياً وكان ما أسند إليه متعلقاً بممارسة واجباته. 2 – إذا وقعت الجريمة ضد أحد المرشحين أثناء فترة الانتخابات العامة. 3 – إذا كان الأمر المسند إلى المعتدى عليه موضوع إجراء جنائي قائم أو مزمع اتخاذه ضده وفي هذه الحالة يعفى الفاعل من العقوبة إذا ثبتت صحة الإسناد أو صدر حكم بإدانة المعتدى عليه.
3,5,null,441,شكوى المعتدى عليه,لا تقام الدعوى على الجرائم المنصوص عليها في المادتين 438 و 439 إلا بشكوى المعتدى عليه.
3,5,null,442,السب أو التشهير أمام السلطات القضائية أو الإدارية,لاعقاب على ما تضمنته المحررات التي يقدمها أو يدلى بها الأخصام أو وكلاؤهم في المرافعات أمام السلطة القضائية أو الإدارية أو الدفاع الذي يقدم أمام تلك السلطات إذا تعلقت الإهانة بموضوع القضية أو الشكوى الإدارية. وللقاضي عند الفصل في القضية أن يأمر باتخاذ التدابير التأديبية التي يراها مناسبة. ويجوز له أيضاً أن يأمر بإعدام المحررات التي تضمنت الإعتداء كلها أو بعضها أو استبعادها وأن يحكم للمعتدى عليه بالتعويض عن الضرر الأدبي.
3,5,null,443,رد الإعتداء أو الاستفزاز,لا يعاقب الشخص إذا كان قد ارتكب أحد الأفعال المنصوص عليها في المادتين 438 و 439 وهو في حالة غضب فور وقوع اعتداء ظالم عليه.
3,6,1,444,السرقة,كل من اختلس منقولاً مملوكاً لغيره يعاقب بالحبس. ويعد من الأموال المنقولة في حكم قانون العقوبات الطاقة الكهربائية وجميع أنواع الطاقة ذات القيمة الاقتصادية.
3,6,1,445,سرقة الشخص لماله أو إعدامه له,يعاقب بالحبس كل من اختلس شيئاً من أمواله الخاصة المثقلة بحق انتفاع أو بتأمين عيني أو بحق حبس، أو أعدمه أو أتلفه أو بدده أو أعطبه أو صيره غير صالح للانتفاع به كلياً أو جزئياً.
3,6,1,446,السرقة المشددة,تكون العقوبة الحبس مع الشغل مدة لا تقل عن ستة أشهر وغرامة لا تقل عن عشرة جنيهات ولا تزيد على خمسين جنيهاً: 1 – إذا حصلت السرقة بطريقة التسلل إلى بناء أو مكان آخر مسكون أو معد للسكن أو أحد ملحقاته أو من أحد المحلات المعدة للعبادة. 2 – إذا حصلت السرقة باستعمال العنف ضد الأشياء أو باستعمال مفاتيح مصطنعة. 3 – إذا حصلت السرقة ليلاً. 4 – إذا حصلت السرقة في طريق عام خارج المدن والقرى. 5 – إذا ارتكبت السرقة بإساءة علاقة مساكنه أو ضيافة. وتكون العقوبة الحبس مع الشغل مدة لا تقل عن سنة ولا تزيد على أربع سنوات وبغرامة لا تقل عن عشرين جنيهاً ولا تزيد على مائة جنيه: 1 – إذا ارتكب الجريمة خادم ضد مخدومه أو مستخدم أو عامل أو صانع في مخزن من استخدمه أو مستودعه أو حانوته أو في المحل الذي يعمل فيه عادة. 2 – إذا ارتكبت الجريمة من أحد المحترفين بنقل الأشياء في العربات أو المـراكب أو على دواب الحمل أو أي وسيلة نقل أخرى أو من أي شخص آخر مكلف بنقل الأشياء أو أحد أتباعهم إذا كانت الأشياء المذكورة قد سلمت إليهم بصفتهم السابقة. 3 – إذا وقعت السرقة على منقولات موجودة في إدارات أو منشآت عامة، أو كانت معروضة بحكم الضرورة أو العادة اعتماداً على الثقة العامة أو معدة لخدمة أو مصلحة عامة. 4 – إذا كان الجاني يحمل، وقت ارتكاب السرقة، سلاحاً ظاهراً أو مخبأ. 5 – إذا حصلت السرقة من ثلاثة أشخاص أو أكثر، أو ارتكبها شخص واحد منتحلاً صفة الموظف العمومي. 6 – إذا وقعت السرقة على ثلاثة رؤوس أو أكثر من المواشي مجتمعة في قطيع. أو على ثلاثة رؤوس من البقر أو الخيل أو الإبل ولو لم تكن مجتمعة في قطيع.
3,6,1,447,تعدد ظروف التشديد,يعاقب بالحبس مع الشغل مدة لا تقل عن سنة ولا تزيد على أربع سنوات وبغرامة لا تقل عن أربعين جنيهاً ولا تزيد على مائة جنيه كل من ارتكب سرقة مع توافر ظرفين أو أكثر من الظروف المنصوص عليها في الفقرة الأولى من المادة السابقة. وتكون العقوبة السجن مدة لا تزيد على سبع سنوات وغرامة لا تقل عن خمسين جنيهاً ولا تزيد على مائة وخمسين جنيهاً إذا ارتكبت السرقة مع توافر ظرفين أو أكثر من الظروف المنصوص عليها في الفقرة الثانية من المادة السابقة أو ظرف أو أكثر من هذه الظروف مع ظرف أو أكثر من الظروف المنصوص عليها في الفقرة الأولى من المادة المذكورة.
3,6,1,448,السرقة المعاقب عليها بناء على شكوى الطرف المتضرر,يعاقب بالحبس مدة لا تجاوز ثلاثة أشهر أو بغرامة لا تزيد على عشرين جنيهاً بناء على شكوى الطرف المتضرر إذا حصلت السرقة: 1 – لاستعمال الشيء المسروق استعمالاً مؤقتاً إذا رد حالاً بعد استعماله. 2 – أو على أشياء ذات قيمة تافهة لسد حاجة ماسة. 3 – أو عن طريق قطف السنابل من سوقها أو التقاط ما تبقى على الأرض بعد حصادها إذا كان لم يجمع بأكمله. ولا تطبق هذه الأحكام إذا توافر ظرف من الظروف المبينة في البنود 1 و2 و3 من الفقرة الأولى من المادة 446.
3,6,1,448 مكرر,سرقة المركبات الآلية والزوارق البحرية للاستعمال المؤقت,استثناء من حكم المادة السابقة يعاقب على سرقة المركبات الآلية والزوارق البحرية للاستعمال المؤقت بالحبس مدة لا تقل عن ثلاثة أشهر وغرامة لا تقل عن مائة دينار ولا يتوقف تحريك الدعوى في هذه الحالات على شكوى الطرف المتضرر. وتضاعف العقوبة في حالة العود، أو إذا استعمل الجاني المركبة أو الزورق في تنفيذ جريمة أخرى.
3,6,1,449,اختلاس الأشياء المشتركة,إذا استولى أحد الشركاء أو الورثة على المال الشائع بينهم باختلاسه من حائزه لتحقيق نفع لنفسه أو لغيره يعاقب بالحبس. ولا يعاقب الفاعل إذا وقع الفعل على أشياء مثلية ما دامت قيمة الشيء لا تتعدى نصيبـه.
3,6,1,450,السرقة بالإكراه,يعاقب بالسجن مدة لا تجاوز عشر سنوات وبغرامة لا تقل عن خمسين جنيهاً ولا تجاوز مائتين كل من استولى على منقول مملوك لغيره بطريق الإكراه. وتطبق العقوبة ذاتها إذا استعمل الإكراه بعد تمام السرقة مباشرة لضمان حيازة الشيء المسروق أو للهرب. وتكون العقوبة السجن مدة لا تزيد على اثنتي عشرة سنة إذا توافر مع الإكراه ظرف من الظروف المنصوص عليها في الفقرة الأولى من المادة 446. وتكون العقوبة السجن إذا توافر مع الإكراه ظرف أو أكثر من الظروف المنصوص عليها في الفقرة الثانية من المادة المذكورة.
3,6,1,453,تغيير الحدود,كل من نزع حدود عقار مملوك للغير أو غيرها بقصد تملكه كلياً أو جزئياً يعاقب بالحبس وبغرامة لا تجاوز مائة جنيه.
3,6,1,454,تحويل مجرى المياه وتغيير حالة الأماكن,كل من حول مياهاًُ عمومية أو خصوصية أو غير حالة ملك الغير وذلك للحصول على نفع غير مشروع لنفسه أو لغيره يعاقب بالحبس وبغرامة لا تجاوز مائة جنيه.
3,6,1,455,غزو الأطيان أو المباني,كل من هاجم أطيان الغير أو مبانيه أو المعامل أو العقارات الأخرى بقصد احتلالها بدون وجه حق أو للانتفاع بها على أي وجه يعاقب بالحبس مدة لا تجاوز السنتين أو بغرامة لا تجاوز مائة جنيه. وتقام الدعوى بناء على شكوى الطرف المتضرر. وتطبق العقوبتان معاً ولاتتوقف الدعوى على شكوى الطرف المتضرر إذا ارتكب الفعل مع استعمال العنف على الأشخاص أو تهديدهم أو إذا ارتكبته جماعة من عشرة أشخاص أو أكثر.
3,6,1,456,التعرض بالعنف لحيازة العقار,كل من تعرض لحيازة الغير لعقار حيازة مستقرة باستعمال التهديد أو العنف على الأشخاص يعاقب بالحبس مدة لا تجاوز السنتين وبغرامة لا تزيد على مائة جنيه. ويعد في حكم العنف أو التهديد أن يكون الفاعل جماعة من عشرة أشخاص أو أكثــر.
3,6,1,457,اتلاف الأموال,كل من أتلف أو بعثر أو أفسد مالاً منقولاً أو غير منقول أو صيره غير نافع كلياً أو جزئياً يعاقب بالحبس مدة لا تجاوز سنة أو بغرامة لا تزيد على مائة جنيه وتقام الدعوى بناء على شكوى الطرف المتضرر. وتكون العقوبة الحبس مدة لا تقل عن ستة أشهر ولا تتوقف الدعوى على شكوى الطرف المتضرر إذا اقترن الفعل بأحد الظروف الآتية: 1 – استعمال العنف على الأشخاص أو تهديدهم. 2 – وقوعه على مبان عامة أو معدة للاستعمال العام أو لإقامة شعائر دينية أو على الأشياء المبينة في البند 3 من الفقرة الثانية من المادة 446. 3 – وقوعه على منشآت معدة للري. 4 – وقوعه على الكروم أو أشجار الفاكهة أو مزارعها أو على الأحراش أو الغابات أو على المستنبتات.
3,6,1,458,الرعي في أراضي الغير,كل من أدخل بغير حق حيواناته للرعي أو تركها ترعى عمداً أو بإهمال في أرض غير مزروعة يعاقب بغرامة لا تجاوز خمسين جنيهاً. وإذا وقع ذلك في أرض مزروعة أو مغروسة يعاقب بالحبس مدة لا تزيد على ستة أشهر أو بغرامة لا تجاوز مائة جنيه. ولا يسري حكم الفقرة الأولى على الأراضي المملوكة للدولة أو الأراضي القبلية إلا إذا صدر قرار من وزير الزراعة بحظر الرعي فيها. كما لا تقام الدعوى عن الجريمة المشار إليها في الفقرة الأولى إلا بناء على شكوى الطرف المتضرر.
3,6,1,459,دخول أرض الغير خلسة,كل من اعتدى على ملك الغير بأن دخل مكاناً مغلقاً معداً للسكن أو أرضاً محاطة بخندق أو سياج أو سور أياً كان نوعه عوقب بغرامة لا تزيد على عشرين جنيهاً، بناء على شكوى الطرف المتضرر.
3,6,1,460,قتل حيوانات الغير أو إيذاؤها,يعاقب بالحبس مدة لا تزيد على سنتين أو بغرامة لا تجاوز خمسين جنيهاً، بناء على شكوى الطرف المتضرر، كل من قتل عمداً دون مبرر حيواناً للغير أو صيره غير صالح للاستخدام أو آذاه بأي شكل. وتكون العقوبة الحبس مدة لا تقل عن ستة أشهر إذا وقع الفعل على مواش مجتمعة في قطيع أو على بقر أو خيل أو إبل ولو كانت غير مجتمعة في قطيع، وفي هذه الحالة لا تتوقف إقامة الدعوى على شكوى الطرف المتضرر. ولا عقاب إذا نزل الفعل بطيور فوجئت وهي تفسد أرض الفاعل.
3,6,2,461,النصب,كل من حصل على نفع غير مشروع لنفسه أو للغير أضراراً بآخرين باستعمال طرق احتيالية أو بالتصرف في مال ثابت أو منقول ليس ملكاً له ولا له حق التصرف فيه أو باتخاذ اسم كاذب أو صفة غير صحيحة، يعاقب بالحبس وبغرامة لا تجاوز خمسين جنيهاً. وتكون العقوبة السجن مدة لا تجاوز خمس سنوات إذا وقع الفعل إضراراً بالدولة أو بأية هيئة عمومية أخرى.
3,6,2,462,الصك دون مقابل الوفاء,يعاقب بالحبس أو بغرامة لا تتجاوز مائة جنيه كل من أعطى بسوء نيَّة صكاً (شيك) لا يقابله رصيد قائم قابل للسحب أو كان الرصيد أقل من قيمة الصك أو سحب، بعد إعطاء الصك، الرصيد كله أو بعضه بحيث أصبح الباقي لا يفي بقيمة الشيك، أو أمر المسحوب عليه عن سوء نية بعدم الدفع. ويعاقب بالعقوبة ذاتها كل من أصدر صكاً خالياً من الاسم أو من أمر الدفع بدون قيد، أو من ذكر المصرف المسحوب عليه أو من تاريخ أو مكان الإصدار أو أصدره بتاريخ كاذب أو جعل نفسه المسحوب عليه ما لم يكن الصك مسحوباً على منشآت مختلفة تابعة للساحب، كل ذلك إذا كان الفاعل سئ النية.
3,6,2,463,مخادعة القاصرين,كل من انتهز فرصة احتياج شخص لم يبلغ الحادية والعشرين أو ضعفه أو هوى في نفسه أو عدم خبرته أو استغل ضعفاً أو مرضاً في عقل شخص أو عيباً في نفسه وحمله على إجراء عمل قانوني من شأنه الإضرار بمصالحه أو مصالح الغير بغية الحصول على نفع لنفسه أو للغير يعاقب بالحبس مدة لا تقل عن ثلاثة أشهر وبغرامة تتراوح بين عشرين ومائة جنيه. وتكون العقوبة الحبس الذي لا يقل عن ستة أشهر وغرامة بين خمسين جنيهاً و مائتي جنيه إذا كان الجاني معهوداً إليه بحراسة المجني عليه أو ولايته.
3,6,2,464,الربا,كل من انتهز فرصة احتياج شخص أو ضعفه أو هوى نفسه وأقرضه نقداً أو أعطاه أي منقول آخر وحمله على أن يؤدي له أو يتعهد بأن يؤديه بأية طريقة كانت فوائد فاحشة أو أي نفع آخر لا يتناسب مع ما أقرضه أو أعطاه يعاقب بالحبس مدة لا تجاوز ثلاث سنين وبغرامة لا تجاوز مائة جنيه. وتطبق العقوبة ذاتها على كل من اعتاد إعطاء نقد بأي طريقة كانت مقابل فائدة فاحشة من الربا، بغض النظر عن الظروف الخاصة المنصوص عليها في الفقرة الأولى من هذه المادة.
3,6,2,465,خيانة الأمانة,كل من كان في حيازته على أي وجه نقداً أو أي منقول آخر مملوك للغير فاستحوذ عليه للحصول على نفع غير مشروع لنفسه أو لغيره يعاقب بالحبس مدة لا تزيد على ثلاث سنوات وبالغرامة التي لا تزيد على مائة جنيه، ولا تقام الدعوى إلا بناء على شكوى الطرف المتضرر. وإذا وقع الفعل على أشياء تستند حيازتها على وديعة اضطرارية أو ارتكب الفعل إساءة لاستعمال السلطة أو العلاقات العائلية أو علاقات الوظيفة أو العمل أو المساكنة أو الضيافة فتزاد العقوبة بما لا يجاوز النصف، ولا تتوقف إقامة الدعوى على شكوى الطرف المتضرر.
3,6,2,465 مكررة (أ),,كل من تسلم أو أخفى أشياء مسروقة أو محصلة بأي وجه من الوجوه من جناية أو جنحة مع علمه بذلك أو مكن الغير من الحصول على شيء من الأشياء المذكورة يعاقب بالحبس مدة لا تزيد على سنتين. وإذا كان الجاني يعلم أن الأشياء التي تسلمها أو أخفاها متحصلة من جريمة عقوبتها أشد يحكم عليه بالعقوبة المقررة لتلك الجريمة.
3,6,2,465 مكررة (ب),,يعاقب بالحبس مدة لا تجاوز سنتين كل من عثر على منقول ضائع فاستولى عليه بنية تملكــه.
3,6,3,466,عدم إقامة الدعوى على ذوي القربى,لا تقام الدعوى على من يرتكب إحدى الجرائم المنصوص عليها في هذا الباب ضد الزوج أو أحد الأصول أو الفروع إلا بناء على طلب المجني عليه. وللمجني عليه أن يتنازل عن الدعوى في أية حالة كانت عليها، وله أن يوقف تنفيذ الحكم النهائي على الجاني في أي وقت. ولا تطبق أحكام هذه المادة على الجرائم المنصبة على الأموال إذا استعمل العنف ضد الأشخاص في ارتكابها.
